SRC,TGT,Sign
7385,5908,-1
5862,5772,-1
520,2464,-1
1784,2861,-1
286,112,-1
431,3931,-1
8039,9412,-1
5551,6200,-1
2488,376,-1
1747,4239,-1
188,2304,-1
4106,5333,-1
8021,8002,-1
4487,5481,-1
4140,4106,-1
2130,4570,-1
256,67,-1
6139,7452,-1
3045,279,-1
8047,10852,-1
3914,4914,-1
3521,5847,-1
3372,9220,-1
1744,3300,-1
2532,5895,-1
5287,1565,-1
577,7668,-1
10083,8615,-1
80,441,-1
6004,7137,-1
5889,8193,-1
8351,7690,-1
5977,6764,-1
2878,7820,-1
2266,3951,-1
606,41,-1
6158,7821,-1
946,13,-1
1683,2789,-1
9584,10737,-1
4204,930,-1
919,136,-1
5975,7622,-1
201,46,-1
341,2003,-1
5998,2147,-1
983,9848,-1
4235,3641,-1
3932,5370,-1
54,98,-1
10098,11197,-1
2104,3000,-1
8061,6169,-1
863,714,-1
3108,3185,-1
5584,7582,-1
5853,6086,-1
2700,4109,-1
248,2873,-1
377,17,-1
3697,5988,-1
4792,358,-1
4398,7189,-1
7113,8020,-1
5584,714,-1
4154,7688,-1
2969,4047,-1
8640,6986,-1
421,7958,-1
812,2395,-1
9023,3968,-1
972,576,-1
5126,7417,-1
618,2328,-1
5866,3638,-1
509,7714,-1
7651,3637,-1
6377,6727,-1
3740,3739,-1
2916,930,-1
6840,3968,-1
49,1563,-1
441,5219,-1
301,2064,-1
6366,3968,-1
214,360,-1
8245,9316,-1
846,13,-1
10482,11197,-1
3342,3871,-1
1948,5658,-1
6004,6843,-1
7454,9336,-1
2455,7543,-1
636,6935,-1
366,1982,-1
6202,7402,-1
6009,8757,-1
7704,7701,-1
3393,1452,-1
2413,5578,-1
2700,5034,-1
6717,6035,-1
812,4503,-1
618,2270,-1
3241,2527,-1
5312,5420,-1
2140,2918,-1
2943,1944,-1
343,2270,-1
9446,10787,-1
5530,4109,-1
11238,3637,-1
847,1193,-1
2130,3264,-1
4864,3256,-1
2533,4109,-1
6643,98,-1
6369,4931,-1
4286,5530,-1
6002,6654,-1
9554,812,-1
10233,9010,-1
2897,4047,-1
1872,4125,-1
297,2112,-1
4112,2188,-1
362,1015,-1
7645,7532,-1
9121,8392,-1
123,441,-1
5761,6888,-1
2715,297,-1
974,909,-1
10182,6479,-1
4519,2459,-1
6677,7104,-1
7454,9860,-1
571,399,-1
164,7154,-1
4141,7035,-1
8040,8577,-1
5621,6738,-1
5825,7960,-1
8381,9297,-1
4258,714,-1
520,5647,-1
431,5903,-1
1737,5370,-1
8006,6119,-1
317,2063,-1
3233,1528,-1
780,766,-1
6732,9564,-1
3138,7137,-1
8321,9588,-1
702,139,-1
5824,7615,-1
126,1948,-1
1995,8431,-1
5660,7672,-1
4194,930,-1
2008,3063,-1
2180,257,-1
2949,1413,-1
4209,4207,-1
161,1658,-1
423,2065,-1
1738,3944,-1
2943,3746,-1
5853,7690,-1
961,4300,-1
6246,8351,-1
6725,9631,-1
2221,2140,-1
2130,4288,-1
1995,6735,-1
6377,694,-1
8082,3968,-1
6043,3783,-1
1737,1412,-1
5921,6723,-1
748,67,-1
206,5461,-1
441,3069,-1
1882,1272,-1
1016,288,-1
6402,834,-1
9584,9194,-1
2517,2270,-1
7212,4793,-1
174,1354,-1
2812,3009,-1
2011,4300,-1
3882,4597,-1
751,7684,-1
4991,1803,-1
3487,930,-1
4277,4132,-1
974,5490,-1
10820,10400,-1
210,5726,-1
6750,5302,-1
8047,2560,-1
909,4499,-1
3111,3830,-1
430,5847,-1
210,6030,-1
55,725,-1
2130,5064,-1
5889,9429,-1
703,41,-1
134,216,-1
815,1364,-1
4387,1584,-1
5265,6764,-1
6004,9561,-1
3062,2897,-1
6187,6232,-1
485,6030,-1
6009,6173,-1
3426,4247,-1
560,573,-1
5852,5881,-1
1367,1508,-1
4944,7603,-1
6083,714,-1
126,3354,-1
3914,3783,-1
2172,2979,-1
289,1584,-1
4609,3697,-1
444,120,-1
902,1364,-1
6739,8818,-1
413,5305,-1
86,191,-1
6767,7137,-1
10184,10767,-1
748,3964,-1
5988,665,-1
10163,8515,-1
10755,8276,-1
420,1706,-1
8372,9323,-1
815,2288,-1
5422,7900,-1
3524,9576,-1
3426,1272,-1
8982,10832,-1
4184,1272,-1
1206,218,-1
1995,9405,-1
86,2864,-1
5825,2926,-1
3778,726,-1
265,5209,-1
7643,8044,-1
360,3911,-1
3068,3269,-1
577,257,-1
5691,930,-1
413,805,-1
4154,8959,-1
5172,10687,-1
2188,5845,-1
7777,9725,-1
4841,7697,-1
124,240,-1
4207,1364,-1
8722,4204,-1
4433,1737,-1
447,6082,-1
9923,10835,-1
523,1730,-1
3538,4117,-1
483,3095,-1
2148,7929,-1
2274,566,-1
6014,140,-1
6079,7725,-1
3665,4204,-1
486,282,-1
413,2661,-1
3194,3911,-1
3393,9565,-1
799,6752,-1
5997,444,-1
4351,275,-1
3200,3523,-1
297,2062,-1
49,1411,-1
4232,5661,-1
189,2989,-1
7518,6200,-1
10086,10040,-1
8244,9564,-1
568,602,-1
3211,2529,-1
2815,1643,-1
460,187,-1
5852,7494,-1
9192,6742,-1
5580,98,-1
4871,9856,-1
3313,6119,-1
1121,96,-1
3019,58,-1
1294,930,-1
4125,3920,-1
815,4341,-1
815,3982,-1
3104,4135,-1
799,5780,-1
7455,8098,-1
8255,6744,-1
9907,7212,-1
4868,4690,-1
636,7459,-1
3186,7148,-1
4189,1643,-1
4145,6030,-1
6699,5327,-1
7114,930,-1
6004,8308,-1
1836,5908,-1
962,365,-1
3378,8351,-1
3026,4104,-1
4109,3581,-1
360,3095,-1
2104,7438,-1
6016,9410,-1
2057,714,-1
3393,6656,-1
847,2527,-1
5837,4968,-1
747,2828,-1
6079,6235,-1
135,1870,-1
3114,1987,-1
86,3785,-1
8649,5105,-1
8833,9959,-1
134,601,-1
455,4228,-1
3003,951,-1
6735,9787,-1
202,1643,-1
4268,7728,-1
768,6996,-1
2338,2304,-1
2593,3624,-1
3625,3871,-1
1799,8816,-1
3372,4782,-1
9013,6656,-1
2878,7609,-1
8235,9959,-1
9075,8002,-1
8009,9467,-1
2029,2078,-1
8048,1780,-1
815,4631,-1
6434,6439,-1
1009,301,-1
5343,7656,-1
113,10,-1
584,3074,-1
1595,139,-1
430,96,-1
2130,5618,-1
6169,9728,-1
103,237,-1
2983,4105,-1
5622,7699,-1
4154,6752,-1
6625,3498,-1
2138,376,-1
947,294,-1
103,1620,-1
1343,2089,-1
344,3188,-1
6246,6067,-1
8146,4191,-1
3009,221,-1
5889,8071,-1
4114,6047,-1
3396,6325,-1
1872,8223,-1
7456,6593,-1
1680,10050,-1
1179,3269,-1
5626,7918,-1
1622,3284,-1
1224,3226,-1
7325,3968,-1
814,9838,-1
847,1272,-1
3104,5636,-1
4946,6129,-1
10045,10830,-1
8111,11179,-1
8031,10764,-1
3426,2998,-1
409,67,-1
5880,7774,-1
2028,4811,-1
4113,3288,-1
1570,10903,-1
5623,6649,-1
113,2064,-1
210,1706,-1
6470,8507,-1
2545,3006,-1
2395,4412,-1
4109,4767,-1
209,945,-1
292,951,-1
8004,1737,-1
421,6843,-1
4418,5720,-1
83,2899,-1
8297,9634,-1
8061,10073,-1
1650,7763,-1
2983,5228,-1
5766,6742,-1
4128,4528,-1
7454,9432,-1
941,3592,-1
7657,7827,-1
210,2279,-1
4680,4385,-1
488,1867,-1
5020,930,-1
38,37,-1
1836,812,-1
3975,2102,-1
4318,7977,-1
146,815,-1
664,230,-1
5858,9104,-1
8847,6563,-1
3838,7605,-1
5422,7677,-1
8372,9634,-1
5153,6929,-1
1094,4271,-1
3028,726,-1
3255,10782,-1
5878,2926,-1
105,1966,-1
1948,3138,-1
899,1761,-1
112,832,-1
421,7602,-1
568,37,-1
8254,5084,-1
10319,9680,-1
571,1227,-1
603,41,-1
4495,1761,-1
4247,3641,-1
8847,8014,-1
1781,8044,-1
1810,61,-1
752,441,-1
49,6231,-1
4284,714,-1
4270,5293,-1
3134,7932,-1
133,1619,-1
1145,294,-1
1948,5207,-1
3618,7690,-1
7200,8351,-1
2188,5637,-1
1094,106,-1
227,1413,-1
990,3916,-1
4145,6161,-1
859,3009,-1
278,2936,-1
1486,1799,-1
2126,4047,-1
2130,4204,-1
2602,2491,-1
4480,9990,-1
2104,5470,-1
244,4835,-1
6246,9580,-1
3952,5382,-1
3013,2835,-1
8804,4867,-1
164,4109,-1
6077,7226,-1
464,1499,-1
943,2027,-1
7327,5207,-1
1803,3523,-1
49,7871,-1
8244,1896,-1
8962,11228,-1
1911,2386,-1
4207,2270,-1
2454,7880,-1
6233,9564,-1
8708,5853,-1
4527,323,-1
2983,9918,-1
6645,2395,-1
1499,2828,-1
775,7403,-1
1955,1944,-1
1995,6129,-1
2571,7398,-1
6340,140,-1
126,2183,-1
2642,7917,-1
2470,4541,-1
2143,1528,-1
368,5578,-1
1962,2547,-1
8082,8151,-1
126,1303,-1
4045,6223,-1
83,2912,-1
2395,3852,-1
3188,4055,-1
3178,441,-1
4113,9045,-1
2897,930,-1
347,1488,-1
169,2096,-1
4944,7468,-1
2496,2459,-1
431,8639,-1
10045,11183,-1
8626,7827,-1
1995,6188,-1
4172,5460,-1
278,288,-1
455,6325,-1
365,1488,-1
846,2553,-1
8006,9319,-1
2878,7713,-1
6028,9022,-1
3241,3185,-1
8982,10736,-1
210,2715,-1
5191,812,-1
6135,6731,-1
580,1565,-1
4799,4653,-1
562,1649,-1
207,10764,-1
2143,812,-1
727,37,-1
6132,5546,-1
2377,2612,-1
523,9410,-1
2415,2527,-1
3975,4232,-1
1834,1227,-1
6004,6826,-1
109,2454,-1
7645,8523,-1
1248,1683,-1
10353,10340,-1
278,221,-1
3236,9468,-1
1882,3044,-1
1954,1528,-1
2415,3300,-1
1367,1484,-1
5401,10907,-1
3297,1440,-1
4376,7828,-1
1729,2214,-1
413,7789,-1
1140,328,-1
125,1009,-1
4955,4271,-1
484,376,-1
1799,588,-1
439,945,-1
1836,5755,-1
2571,1649,-1
4172,5022,-1
6328,694,-1
4332,63,-1
1777,105,-1
448,196,-1
6745,4204,-1
9446,368,-1
4284,7939,-1
10594,10593,-1
270,5442,-1
11173,8044,-1
356,566,-1
4251,5589,-1
10987,7630,-1
2266,330,-1
562,2246,-1
3765,7760,-1
7048,6119,-1
5509,1364,-1
2731,5728,-1
708,376,-1
6137,7457,-1
278,376,-1
4800,6727,-1
422,1532,-1
815,3674,-1
2427,1499,-1
1456,2410,-1
4946,6011,-1
1498,4653,-1
1521,1486,-1
523,8190,-1
3991,8827,-1
8918,3336,-1
4985,3968,-1
3236,10867,-1
4400,5461,-1
5302,8890,-1
1444,2333,-1
1770,399,-1
1770,5510,-1
1269,169,-1
899,1452,-1
413,637,-1
8777,3637,-1
7651,8367,-1
6246,4927,-1
8150,4867,-1
2103,169,-1
1124,10033,-1
183,2442,-1
2151,1583,-1
1553,10821,-1
2668,3253,-1
577,6056,-1
2123,8959,-1
2532,10136,-1
1781,10929,-1
5863,5578,-1
7795,4082,-1
3108,3624,-1
6727,9249,-1
10934,11184,-1
648,6004,-1
6193,140,-1
53,832,-1
6979,5755,-1
7663,8483,-1
202,3253,-1
4247,7410,-1
577,8020,-1
3074,3944,-1
5759,7124,-1
6202,4204,-1
6001,7091,-1
2666,5585,-1
126,1222,-1
281,2459,-1
7792,6925,-1
2533,3009,-1
3699,9328,-1
7793,6929,-1
5896,407,-1
2236,279,-1
431,3372,-1
453,4235,-1
7860,6089,-1
6886,6479,-1
278,2612,-1
2917,2527,-1
2706,5853,-1
377,4271,-1
4759,5895,-1
90,3910,-1
2812,2454,-1
1396,1555,-1
1995,366,-1
8194,9582,-1
7549,7543,-1
815,5530,-1
509,7672,-1
3943,2459,-1
2166,9473,-1
4946,8144,-1
3247,8067,-1
1224,2764,-1
2529,1570,-1
7086,6986,-1
6061,9414,-1
86,7583,-1
2927,812,-1
465,7445,-1
1747,9260,-1
3122,6234,-1
6411,3825,-1
7710,5084,-1
3346,871,-1
3526,6431,-1
751,5470,-1
411,3951,-1
665,1625,-1
5889,8094,-1
10396,3451,-1
1396,3674,-1
2593,3877,-1
6615,5910,-1
4357,4019,-1
4210,3842,-1
5868,8663,-1
232,6742,-1
5603,5602,-1
2915,3581,-1
5691,58,-1
8596,10821,-1
1381,1151,-1
5105,5370,-1
1032,4412,-1
6417,7695,-1
10398,11150,-1
5925,4120,-1
815,3001,-1
4400,1179,-1
4085,7901,-1
234,1944,-1
435,7934,-1
279,4,-1
4277,6420,-1
7666,6235,-1
3233,2328,-1
1650,5249,-1
583,4690,-1
3170,4109,-1
2415,345,-1
6477,5568,-1
4142,3904,-1
8449,6497,-1
857,5661,-1
951,2777,-1
8365,9576,-1
411,902,-1
3037,3354,-1
6085,8020,-1
349,3000,-1
5650,5755,-1
126,1944,-1
7657,3703,-1
848,519,-1
7214,1094,-1
5755,8477,-1
7834,239,-1
3037,3001,-1
5512,7388,-1
6744,10773,-1
8381,8286,-1
509,7225,-1
123,529,-1
1585,288,-1
1178,812,-1
2163,3691,-1
10507,8109,-1
286,576,-1
5512,6004,-1
1565,4927,-1
5406,5969,-1
2221,399,-1
3259,1705,-1
1834,4220,-1
752,4341,-1
6129,1452,-1
413,576,-1
847,2386,-1
5825,6223,-1
4946,1775,-1
5872,10905,-1
581,1364,-1
121,192,-1
7657,7512,-1
899,98,-1
128,5908,-1
4113,9405,-1
4642,239,-1
1452,999,-1
163,6249,-1
9702,2560,-1
2553,140,-1
4336,5481,-1
4123,3951,-1
809,58,-1
3426,2104,-1
89,4125,-1
6178,6740,-1
3943,9920,-1
8192,9480,-1
4800,8197,-1
6737,9987,-1
4348,9706,-1
207,10481,-1
7011,7538,-1
2438,36,-1
6633,3085,-1
7453,8280,-1
156,2748,-1
5976,4191,-1
5126,7783,-1
6004,4793,-1
6185,5864,-1
3194,1944,-1
4154,2454,-1
2300,1315,-1
3236,2379,-1
2102,930,-1
121,399,-1
632,376,-1
46,110,-1
123,1640,-1
2627,1488,-1
4193,7402,-1
8552,8041,-1
3104,7880,-1
413,4142,-1
3402,5490,-1
2138,902,-1
1626,2304,-1
413,3270,-1
1834,2247,-1
10112,8044,-1
1553,11122,-1
7457,8392,-1
1628,373,-1
1948,5236,-1
7,2064,-1
3371,227,-1
2011,7514,-1
8087,8002,-1
4284,4288,-1
520,5517,-1
4326,2589,-1
4439,3345,-1
80,2911,-1
1097,562,-1
8030,3637,-1
1904,9992,-1
3167,3056,-1
6728,7457,-1
6518,4135,-1
97,9858,-1
8248,10742,-1
413,5444,-1
8581,9726,-1
6233,8783,-1
2130,6325,-1
6578,4204,-1
125,2,-1
4784,6465,-1
2963,3734,-1
899,2927,-1
163,1791,-1
6367,344,-1
4412,9528,-1
3863,1643,-1
7794,4204,-1
2304,4019,-1
6132,6842,-1
89,5318,-1
386,4496,-1
786,963,-1
4381,275,-1
333,2862,-1
584,6670,-1
1430,2881,-1
2103,812,-1
7214,2214,-1
4085,4132,-1
5627,5578,-1
386,5593,-1
961,4746,-1
576,1185,-1
3053,766,-1
6018,4204,-1
4253,4784,-1
6643,5853,-1
4154,6173,-1
7794,8678,-1
577,3691,-1
413,148,-1
413,9933,-1
8087,9576,-1
8611,3637,-1
7306,8615,-1
2130,7918,-1
413,10405,-1
3020,4104,-1
8044,11187,-1
91,1705,-1
5771,3723,-1
2029,2579,-1
10053,8276,-1
2082,8193,-1
44,2030,-1
163,1413,-1
1766,7540,-1
351,10014,-1
5771,4329,-1
262,94,-1
4128,5512,-1
3976,6995,-1
4412,10004,-1
413,5086,-1
1664,66,-1
7048,2188,-1
5102,5092,-1
4129,3138,-1
2419,3523,-1
6979,8671,-1
244,275,-1
648,1009,-1
751,4541,-1
6246,6133,-1
5853,9558,-1
1006,9894,-1
1121,136,-1
812,5767,-1
5792,5623,-1
6172,239,-1
3996,2422,-1
3114,2690,-1
2235,1009,-1
1229,1222,-1
235,240,-1
5891,714,-1
11069,11066,-1
4766,9974,-1
297,1403,-1
6013,239,-1
1420,4086,-1
4757,7605,-1
86,4690,-1
6470,10016,-1
2606,7732,-1
8383,347,-1
221,1517,-1
2130,6930,-1
2701,7124,-1
846,196,-1
6366,8507,-1
1436,2062,-1
8234,1452,-1
1746,3951,-1
1518,1440,-1
235,7,-1
8190,8639,-1
252,4220,-1
3237,9790,-1
130,573,-1
9446,7702,-1
1549,11228,-1
7874,9941,-1
7491,7723,-1
2123,3904,-1
8194,8458,-1
350,3831,-1
8044,11197,-1
5302,9882,-1
6250,1977,-1
7457,5228,-1
931,166,-1
5847,8002,-1
60,388,-1
2130,2589,-1
10251,2169,-1
6561,9847,-1
1773,5219,-1
7324,9828,-1
1067,1971,-1
1396,2140,-1
465,5584,-1
3758,5584,-1
1263,1262,-1
10345,8615,-1
431,9941,-1
7666,8816,-1
1028,606,-1
4955,7223,-1
4867,9614,-1
859,1206,-1
953,106,-1
451,376,-1
799,3697,-1
3487,5370,-1
5630,7351,-1
28,2025,-1
5889,7732,-1
9446,2455,-1
10202,10773,-1
3405,376,-1
123,831,-1
2981,7934,-1
112,17,-1
5626,7521,-1
5591,9408,-1
1810,2600,-1
1009,2246,-1
10478,9010,-1
4472,5481,-1
1650,7448,-1
889,240,-1
317,1222,-1
2082,7772,-1
8626,10116,-1
7039,9558,-1
6561,7981,-1
1408,7960,-1
5890,140,-1
3806,270,-1
2178,2779,-1
3761,2715,-1
9075,10723,-1
2013,3945,-1
1202,196,-1
636,2527,-1
597,94,-1
6125,3871,-1
2271,443,-1
4154,3931,-1
751,4119,-1
5849,10494,-1
3255,8985,-1
4117,5249,-1
4118,9104,-1
509,7464,-1
4340,5853,-1
3165,1705,-1
1995,4867,-1
825,6328,-1
2011,2789,-1
1415,261,-1
775,6843,-1
5755,7792,-1
5755,7901,-1
4716,2759,-1
8016,9316,-1
6368,9525,-1
6470,5105,-1
221,2743,-1
5335,5333,-1
3438,6431,-1
825,2188,-1
6004,7983,-1
3236,9267,-1
2454,2422,-1
5316,1948,-1
29,41,-1
5265,587,-1
83,2752,-1
83,196,-1
5864,9104,-1
2593,2649,-1
114,37,-1
7277,7607,-1
244,573,-1
6137,1304,-1
2406,7388,-1
4396,5584,-1
6395,4639,-1
3975,1643,-1
1620,812,-1
2240,3492,-1
134,282,-1
8181,5889,-1
7402,9987,-1
6739,9474,-1
1889,812,-1
6787,6656,-1
360,345,-1
4107,5249,-1
5153,7540,-1
4253,9931,-1
413,2102,-1
613,2835,-1
5857,6727,-1
2491,5229,-1
7702,9316,-1
3026,1705,-1
1626,2328,-1
6725,3066,-1
618,1647,-1
946,1371,-1
1738,1824,-1
4679,3610,-1
7666,1896,-1
3370,6328,-1
2812,4947,-1
1677,5995,-1
3040,5592,-1
2755,1278,-1
2082,8867,-1
3426,5490,-1
6699,10059,-1
717,1356,-1
951,1393,-1
5878,7912,-1
7470,2379,-1
6750,9040,-1
6152,8890,-1
1224,2601,-1
846,4047,-1
2132,376,-1
2184,5755,-1
5889,539,-1
4946,1474,-1
5622,7672,-1
6296,8619,-1
4155,5636,-1
3807,1706,-1
5570,10051,-1
3255,3970,-1
899,5895,-1
3943,7750,-1
2718,6617,-1
523,5401,-1
2219,1227,-1
561,1457,-1
3991,5358,-1
464,1067,-1
983,106,-1
5621,9563,-1
444,2997,-1
951,2785,-1
1015,4095,-1
1753,1272,-1
4019,94,-1
7,1230,-1
9852,2214,-1
5372,10756,-1
2010,974,-1
4045,5420,-1
1650,7917,-1
3066,8378,-1
413,7901,-1
4998,332,-1
9281,5954,-1
6749,9560,-1
366,1524,-1
708,2258,-1
1626,5605,-1
219,1998,-1
4780,4251,-1
8082,8410,-1
495,37,-1
413,6465,-1
6173,3508,-1
7496,5771,-1
8050,10773,-1
1121,280,-1
8026,7869,-1
97,659,-1
9480,7457,-1
369,5829,-1
5890,9560,-1
3177,4690,-1
4674,3871,-1
3236,6723,-1
297,1440,-1
2082,9528,-1
3345,4232,-1
4773,539,-1
8094,8329,-1
1287,1223,-1
6725,5153,-1
951,3691,-1
1702,2874,-1
581,441,-1
1810,5517,-1
431,812,-1
6911,7828,-1
8743,8020,-1
2104,3103,-1
3858,9987,-1
3236,9306,-1
4639,4312,-1
1987,3030,-1
350,1249,-1
105,661,-1
577,8223,-1
3293,4109,-1
577,5592,-1
2192,2464,-1
5977,7148,-1
1444,2020,-1
1202,98,-1
793,4407,-1
44,3063,-1
8026,8228,-1
1408,4931,-1
2541,1364,-1
6738,2381,-1
2395,344,-1
6132,6239,-1
483,2102,-1
4976,5881,-1
2421,4359,-1
8145,4191,-1
5896,5765,-1
6246,9855,-1
2213,1649,-1
2241,2819,-1
1650,6600,-1
2082,9614,-1
3077,69,-1
8244,10004,-1
1799,9523,-1
2244,1412,-1
951,2869,-1
520,2688,-1
8680,3622,-1
493,1791,-1
3052,2296,-1
7177,8912,-1
7652,7631,-1
8054,9707,-1
5889,8202,-1
4129,4691,-1
421,7992,-1
5787,2926,-1
700,136,-1
8833,10046,-1
7792,3968,-1
1191,3009,-1
7076,1896,-1
7665,8020,-1
329,4287,-1
1452,1643,-1
6117,8632,-1
3558,3878,-1
413,5432,-1
4412,5988,-1
5759,7719,-1
7666,6673,-1
4997,9549,-1
5235,9959,-1
6369,3288,-1
9373,8044,-1
5149,2422,-1
413,3622,-1
177,1730,-1
4609,10608,-1
5631,7699,-1
1440,2980,-1
8269,8020,-1
2406,2759,-1
80,282,-1
5971,10715,-1
8038,9446,-1
8743,3637,-1
5765,9051,-1
123,1193,-1
6096,4814,-1
828,9319,-1
5977,9870,-1
3851,6067,-1
103,41,-1
1240,1230,-1
254,110,-1
1995,10756,-1
2916,3074,-1
265,2029,-1
1659,2649,-1
44,6004,-1
3137,221,-1
7930,6649,-1
23,10773,-1
3742,6264,-1
9554,4115,-1
5868,4191,-1
537,1251,-1
5406,6135,-1
5755,7437,-1
1911,3627,-1
167,1663,-1
902,399,-1
1553,10073,-1
4794,1944,-1
4154,1834,-1
863,7932,-1
1799,7377,-1
307,240,-1
2571,3064,-1
2455,257,-1
1731,58,-1
3393,6239,-1
5206,2661,-1
5822,7399,-1
8020,1780,-1
7795,7025,-1
3001,3063,-1
270,2715,-1
815,2829,-1
4387,414,-1
131,573,-1
289,4249,-1
1382,4005,-1
1444,4055,-1
4191,8932,-1
6727,8071,-1
425,531,-1
6246,7828,-1
5435,10116,-1
3026,441,-1
5847,3451,-1
3301,5442,-1
1810,441,-1
441,4919,-1
4872,5785,-1
708,3576,-1
577,4867,-1
587,7921,-1
6132,1765,-1
7667,9764,-1
8011,4814,-1
1622,3895,-1
4681,140,-1
401,2065,-1
1165,4057,-1
126,7424,-1
1408,3619,-1
7128,9253,-1
7861,9686,-1
5853,7137,-1
6699,7827,-1
2055,3769,-1
951,2871,-1
453,2527,-1
3343,2527,-1
4154,6930,-1
1799,4412,-1
464,3073,-1
2352,3050,-1
89,887,-1
2627,3111,-1
5857,5657,-1
9378,6574,-1
2235,3504,-1
3009,2102,-1
4289,2155,-1
11209,1774,-1
1396,5327,-1
233,3500,-1
2571,4047,-1
350,3739,-1
1919,1154,-1
4627,4690,-1
2104,5481,-1
5853,6011,-1
5316,2926,-1
209,157,-1
10345,11228,-1
6005,7788,-1
1133,3001,-1
265,1393,-1
2878,2104,-1
102,1584,-1
3396,7986,-1
4875,358,-1
8031,6727,-1
1810,2459,-1
12,1703,-1
10940,3593,-1
511,8286,-1
1414,2304,-1
1396,5455,-1
3040,3074,-1
4827,4481,-1
7141,5755,-1
5784,3308,-1
234,309,-1
6135,812,-1
8544,1674,-1
860,10720,-1
8982,7827,-1
453,6465,-1
1810,2828,-1
6644,2285,-1
282,922,-1
905,744,-1
5852,6004,-1
2176,428,-1
3970,8038,-1
5591,9333,-1
8050,5829,-1
239,67,-1
6979,9051,-1
3396,1803,-1
4395,5481,-1
10045,11203,-1
7358,9668,-1
393,309,-1
3500,5470,-1
1228,1222,-1
3518,9530,-1
2570,239,-1
316,1259,-1
5578,1932,-1
1498,7685,-1
5151,4811,-1
3008,389,-1
577,5119,-1
2406,441,-1
3170,3764,-1
5787,7764,-1
8658,6732,-1
4944,2597,-1
5872,5084,-1
2517,2065,-1
799,3825,-1
2381,6901,-1
4253,9631,-1
13,499,-1
5565,5908,-1
4060,4312,-1
5743,8351,-1
1489,3030,-1
7454,9564,-1
6851,7615,-1
600,10,-1
846,69,-1
1396,2547,-1
2700,4204,-1
421,7952,-1
5758,7467,-1
6138,5333,-1
5862,9777,-1
5172,9953,-1
4284,4528,-1
3215,2240,-1
747,1985,-1
2199,2779,-1
3384,812,-1
3237,3871,-1
439,112,-1
4946,7828,-1
2415,1272,-1
413,8067,-1
386,236,-1
4712,881,-1
3487,4312,-1
9458,9260,-1
350,945,-1
4154,9394,-1
4154,8932,-1
101,783,-1
2454,350,-1
1224,1663,-1
5306,3226,-1
163,237,-1
6381,4503,-1
455,5667,-1
1834,5293,-1
8046,3712,-1
2623,6431,-1
5025,98,-1
2192,3030,-1
4154,1741,-1
2457,1359,-1
8149,6309,-1
6375,7189,-1
8297,9726,-1
11005,10345,-1
413,13,-1
2787,2786,-1
577,106,-1
86,4312,-1
4193,2878,-1
6677,2925,-1
9381,9777,-1
1677,163,-1
668,1647,-1
7454,10857,-1
8589,9428,-1
4253,7744,-1
1643,562,-1
5078,3345,-1
1948,4088,-1
2529,2764,-1
4284,7875,-1
4331,7554,-1
1474,106,-1
282,275,-1
7324,9860,-1
6745,7457,-1
1486,600,-1
9662,7457,-1
9446,7706,-1
7306,8046,-1
10562,10770,-1
2623,7960,-1
4766,8458,-1
339,692,-1
126,309,-1
437,110,-1
6192,6727,-1
724,37,-1
5755,2188,-1
3068,2488,-1
1470,3074,-1
4085,2623,-1
4358,4019,-1
6745,8372,-1
10934,11249,-1
2104,3911,-1
3065,332,-1
3015,4104,-1
278,1278,-1
6177,10294,-1
6277,1948,-1
1662,2102,-1
289,6,-1
510,1298,-1
3426,2459,-1
7215,2859,-1
3882,5585,-1
4189,2178,-1
2130,6431,-1
10955,11230,-1
2240,2649,-1
126,2250,-1
441,1847,-1
5779,344,-1
1397,94,-1
8194,2480,-1
10307,10905,-1
7666,239,-1
2591,1218,-1
3170,3641,-1
191,2096,-1
8050,10033,-1
3188,1987,-1
6737,6593,-1
6604,4123,-1
8792,6732,-1
35,10,-1
8103,9560,-1
9446,8227,-1
4085,6103,-1
2749,1663,-1
4125,5034,-1
198,10,-1
270,1223,-1
1677,2009,-1
2997,2454,-1
1408,5370,-1
289,3226,-1
8383,2444,-1
6671,11210,-1
6083,106,-1
9554,2214,-1
76,1565,-1
2533,5623,-1
815,3785,-1
183,4781,-1
161,12,-1
2395,261,-1
4766,4271,-1
6368,7617,-1
6634,5567,-1
7386,6616,-1
23,5864,-1
509,8240,-1
23,3592,-1
9979,9976,-1
1444,1565,-1
1799,5853,-1
3225,3828,-1
3031,6135,-1
2606,1765,-1
124,12,-1
3305,2219,-1
953,3154,-1
4194,1223,-1
3904,6439,-1
6083,7554,-1
7454,8867,-1
1212,1211,-1
811,1251,-1
4625,4340,-1
3552,726,-1
95,218,-1
523,8276,-1
2416,1563,-1
747,2058,-1
6702,7821,-1
4284,3755,-1
3225,3366,-1
1392,191,-1
1550,1015,-1
7710,4191,-1
350,2600,-1
6137,3003,-1
4156,5636,-1
6229,10925,-1
4685,5605,-1
1037,8098,-1
5384,5370,-1
8696,6886,-1
219,1971,-1
6173,714,-1
234,3315,-1
951,3785,-1
2570,5578,-1
3991,106,-1
2700,5423,-1
7650,7631,-1
8019,9531,-1
726,5493,-1
2188,5293,-1
8241,6805,-1
2623,3315,-1
4154,9514,-1
4946,3033,-1
959,831,-1
210,4324,-1
460,662,-1
2395,8477,-1
222,3841,-1
7266,5618,-1
